Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Lab Air supply pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.6410047725	19917.9316406250	3.5738401413	22598.8105468750	1.7542124849	20338.9294921875	22598.8105468750	20338.9294921875	10338.9294921875	2085.9000000000	4.9565796501	20338.9294921875
0.6410163578	19881.8183593750	3.5916066170	22598.8105468750	1.7090115434	20338.9294921875	22598.8105468750	20338.9294921875	10338.9294921875	2085.9000000000	4.9565796501	20338.9294921875
0.6410279088	19846.6777343750	3.6092154980	22588.7324218750	1.7468627030	20329.8591796875	22588.7324218750	20329.8591796875	10329.8591796875	2085.9000000000	4.9522312573	20329.8591796875
0.6410395006	19826.8281250000	3.6350975037	22588.7324218750	1.7141469367	20329.8591796875	22588.7324218750	20329.8591796875	10329.8591796875	2085.9000000000	4.9522312573	20329.8591796875
0.6410510795	19848.1660156250	3.6594722271	22588.7324218750	1.7830289559	20329.8591796875	22588.7324218750	20329.8591796875	10329.8591796875	2085.9000000000	4.9522312573	20329.8591796875
0.6410626529	19844.4101562500	3.6826307774	22588.7324218750	1.7154329222	20329.8591796875	22588.7324218750	20329.8591796875	10329.8591796875	2085.9000000000	4.9522312573	20329.8591796875
0.6410742199	19862.7539062500	3.7101757526	22588.7324218750	1.7670774018	20329.8591796875	22588.7324218750	20329.8591796875	10329.8591796875	2085.9000000000	4.9522312573	20329.8591796875
0.6410857862	19912.8789062500	3.7334258556	22570.5000000000	1.8012822959	20313.4500000000	22570.5000000000	20313.4500000000	10313.4500000000	2085.9000000000	4.9443645429	20313.4500000000
0.6410973472	19835.4003906250	3.7598435879	22570.5000000000	1.7635212923	20313.4500000000	22570.5000000000	20313.4500000000	10313.4500000000	2085.9000000000	4.9443645429	20313.4500000000
0.6411089418	19865.3476562500	3.7863588333	22570.5000000000	1.7525826289	20313.4500000000	22570.5000000000	20313.4500000000	10313.4500000000	2085.9000000000	4.9443645429	20313.4500000000
0.6411205208	19735.0078125000	3.8123688698	22570.5000000000	1.7225312024	20313.4500000000	22570.5000000000	20313.4500000000	10313.4500000000	2085.9000000000	4.9443645429	20313.4500000000
0.6411321140	19848.2832031250	3.8344185352	22570.5000000000	1.7690710898	20313.4500000000	22570.5000000000	20313.4500000000	10313.4500000000	2085.9000000000	4.9443645429	20313.4500000000
0.6411436559	19935.2460937500	3.8624556065	22559.7929687500	1.7516642195	20303.8136718750	22559.7929687500	20303.8136718750	10303.8136718750	2085.9000000000	4.9397447969	20303.8136718750
0.6411552202	19920.7890625000	3.8853025436	22559.7929687500	1.8325562427	20303.8136718750	22559.7929687500	20303.8136718750	10303.8136718750	2085.9000000000	4.9397447969	20303.8136718750
0.6411668139	19963.3574218750	3.9070296288	22559.7929687500	1.8200609846	20303.8136718750	22559.7929687500	20303.8136718750	10303.8136718750	2085.9000000000	4.9397447969	20303.8136718750
0.6411783838	19831.1503906250	3.9309198856	22559.7929687500	1.7190844521	20303.8136718750	22559.7929687500	20303.8136718750	10303.8136718750	2085.9000000000	4.9397447969	20303.8136718750
0.6411899685	19857.0546875000	3.9533407688	22559.7929687500	1.7387518238	20303.8136718750	22559.7929687500	20303.8136718750	10303.8136718750	2085.9000000000	4.9397447969	20303.8136718750
0.6412015240	19844.2324218750	3.9713351727	22524.4746093750	1.7441073543	20272.0271484375	22524.4746093750	20272.0271484375	10272.0271484375	2085.9000000000	4.9245060398	20272.0271484375
0.6412130947	19886.4726562500	3.9953341484	22524.4746093750	1.7880452915	20272.0271484375	22524.4746093750	20272.0271484375	10272.0271484375	2085.9000000000	4.9245060398	20272.0271484375
0.6412246616	19975.6718750000	4.0115795135	22524.4746093750	1.8321866632	20272.0271484375	22524.4746093750	20272.0271484375	10272.0271484375	2085.9000000000	4.9245060398	20272.0271484375
0.6412362266	19857.8261718750	4.0265679359	22524.4746093750	1.7851807830	20272.0271484375	22524.4746093750	20272.0271484375	10272.0271484375	2085.9000000000	4.9245060398	20272.0271484375
0.6412478281	19802.4902343750	4.0371699333	22524.4746093750	1.7439103606	20272.0271484375	22524.4746093750	20272.0271484375	10272.0271484375	2085.9000000000	4.9245060398	20272.0271484375
0.6412594101	19776.9648437500	4.0566930771	22550.5742187500	1.7317973878	20295.5167968750	22550.5742187500	20295.5167968750	10295.5167968750	2085.9000000000	4.9357671973	20295.5167968750
0.6412709487	19850.1191406250	4.0780143738	22550.5742187500	1.7687515097	20295.5167968750	22550.5742187500	20295.5167968750	10295.5167968750	2085.9000000000	4.9357671973	20295.5167968750
0.6412825475	19827.6289062500	4.1025767326	22550.5742187500	1.7257036043	20295.5167968750	22550.5742187500	20295.5167968750	10295.5167968750	2085.9000000000	4.9357671973	20295.5167968750
0.6412941448	19859.1054687500	4.1193451881	22550.5742187500	1.7491379425	20295.5167968750	22550.5742187500	20295.5167968750	10295.5167968750	2085.9000000000	4.9357671973	20295.5167968750
0.6413056997	19784.4140625000	4.1317911148	22550.5742187500	1.7442002148	20295.5167968750	22550.5742187500	20295.5167968750	10295.5167968750	2085.9000000000	4.9357671973	20295.5167968750
0.6413172686	19731.8945312500	4.1651158333	22524.2500000000	1.7278691938	20271.8250000000	22524.2500000000	20271.8250000000	10271.8250000000	2085.9000000000	4.9244091280	20271.8250000000
0.6413288255	19799.2460937500	4.1792130470	22524.2500000000	1.7551442021	20271.8250000000	22524.2500000000	20271.8250000000	10271.8250000000	2085.9000000000	4.9244091280	20271.8250000000
0.6413404047	19964.0703125000	4.1995892525	22524.2500000000	1.8320428891	20271.8250000000	22524.2500000000	20271.8250000000	10271.8250000000	2085.9000000000	4.9244091280	20271.8250000000
0.6413520037	19897.9238281250	4.2183585167	22524.2500000000	1.7954632680	20271.8250000000	22524.2500000000	20271.8250000000	10271.8250000000	2085.9000000000	4.9244091280	20271.8250000000
0.6413635606	19798.8789062500	4.2384576797	22524.2500000000	1.7873184149	20271.8250000000	22524.2500000000	20271.8250000000	10271.8250000000	2085.9000000000	4.9244091280	20271.8250000000
0.6413751512	19823.9062500000	4.2467026711	22512.4570312500	1.7243201926	20261.2113281250	22512.4570312500	20261.2113281250	10261.2113281250	2085.9000000000	4.9193208342	20261.2113281250
0.6413867253	19788.3535156250	4.2665853500	22512.4570312500	1.7442095180	20261.2113281250	22512.4570312500	20261.2113281250	10261.2113281250	2085.9000000000	4.9193208342	20261.2113281250
0.6413982852	19898.3320312500	4.2818255424	22512.4570312500	1.8233512680	20261.2113281250	22512.4570312500	20261.2113281250	10261.2113281250	2085.9000000000	4.9193208342	20261.2113281250
0.6414098582	19741.9179687500	4.3008460999	22512.4570312500	1.7575366268	20261.2113281250	22512.4570312500	20261.2113281250	10261.2113281250	2085.9000000000	4.9193208342	20261.2113281250
0.6414214408	19785.1855468750	4.3230857849	22512.4570312500	1.7806054323	20261.2113281250	22512.4570312500	20261.2113281250	10261.2113281250	2085.9000000000	4.9193208342	20261.2113281250
0.6414330011	19788.4609375000	4.3436846733	22481.3730468750	1.7684653826	20233.2357421875	22481.3730468750	20233.2357421875	10233.2357421875	2085.9000000000	4.9059090763	20233.2357421875
0.6414446049	19780.7324218750	4.3567318916	22481.3730468750	1.7316129999	20233.2357421875	22481.3730468750	20233.2357421875	10233.2357421875	2085.9000000000	4.9059090763	20233.2357421875
0.6414561701	19733.9355468750	4.3786082268	22481.3730468750	1.7624096889	20233.2357421875	22481.3730468750	20233.2357421875	10233.2357421875	2085.9000000000	4.9059090763	20233.2357421875
0.6414677295	19714.4160156250	4.3889379501	22481.3730468750	1.7350062686	20233.2357421875	22481.3730468750	20233.2357421875	10233.2357421875	2085.9000000000	4.9059090763	20233.2357421875
0.6414793193	19800.8085937500	4.4064807892	22481.3730468750	1.7662703642	20233.2357421875	22481.3730468750	20233.2357421875	10233.2357421875	2085.9000000000	4.9059090763	20233.2357421875
0.6414908914	19849.7558593750	4.4211153984	22484.1132812500	1.7615583012	20235.7019531250	22484.1132812500	20235.7019531250	10235.7019531250	2085.9000000000	4.9070914009	20235.7019531250
0.6415024372	19729.8984375000	4.4348969460	22484.1132812500	1.7677720321	20235.7019531250	22484.1132812500	20235.7019531250	10235.7019531250	2085.9000000000	4.9070914009	20235.7019531250
0.6415140392	19786.0937500000	4.4525332451	22484.1132812500	1.7999649272	20235.7019531250	22484.1132812500	20235.7019531250	10235.7019531250	2085.9000000000	4.9070914009	20235.7019531250
0.6415255954	19839.3261718750	4.4718732834	22484.1132812500	1.7963887746	20235.7019531250	22484.1132812500	20235.7019531250	10235.7019531250	2085.9000000000	4.9070914009	20235.7019531250
0.6415371788	19762.4335937500	4.4813542366	22484.1132812500	1.7618961400	20235.7019531250	22484.1132812500	20235.7019531250	10235.7019531250	2085.9000000000	4.9070914009	20235.7019531250
0.6415487471	19744.6953125000	4.4994735718	22442.8261718750	1.7503695728	20198.5435546875	22442.8261718750	20198.5435546875	10198.5435546875	2085.9000000000	4.8892773166	20198.5435546875
0.6415603059	19725.1484375000	4.5059690475	22442.8261718750	1.7553562803	20198.5435546875	22442.8261718750	20198.5435546875	10198.5435546875	2085.9000000000	4.8892773166	20198.5435546875
0.6415718904	19686.8671875000	4.5322747231	22442.8261718750	1.7202900778	20198.5435546875	22442.8261718750	20198.5435546875	10198.5435546875	2085.9000000000	4.8892773166	20198.5435546875
0.6415834816	19719.1074218750	4.5468912125	22442.8261718750	1.7454005554	20198.5435546875	22442.8261718750	20198.5435546875	10198.5435546875	2085.9000000000	4.8892773166	20198.5435546875
0.6415950513	19649.6699218750	4.5710544586	22442.8261718750	1.7640958686	20198.5435546875	22442.8261718750	20198.5435546875	10198.5435546875	2085.9000000000	4.8892773166	20198.5435546875
0.6416066073	19777.7890625000	4.5962405205	22431.8691406250	1.7973396405	20188.6822265625	22431.8691406250	20188.6822265625	10188.6822265625	2085.9000000000	4.8845497035	20188.6822265625
0.6416181814	19763.7988281250	4.6137180328	22431.8691406250	1.7832626922	20188.6822265625	22431.8691406250	20188.6822265625	10188.6822265625	2085.9000000000	4.8845497035	20188.6822265625
0.6416297775	19831.9140625000	4.6314172745	22431.8691406250	1.8150008909	20188.6822265625	22431.8691406250	20188.6822265625	10188.6822265625	2085.9000000000	4.8845497035	20188.6822265625
0.6416413311	19721.0214843750	4.6497578621	22431.8691406250	1.7801389627	20188.6822265625	22431.8691406250	20188.6822265625	10188.6822265625	2085.9000000000	4.8845497035	20188.6822265625
0.6416529106	19799.9824218750	4.6635279655	22431.8691406250	1.7669394670	20188.6822265625	22431.8691406250	20188.6822265625	10188.6822265625	2085.9000000000	4.8845497035	20188.6822265625
0.6416644819	19695.0839843750	4.6777124405	22434.5410156250	1.7517275884	20191.0869140625	22434.5410156250	20191.0869140625	10191.0869140625	2085.9000000000	4.8857025332	20191.0869140625
0.6416760462	19699.7695312500	4.6933631897	22434.5410156250	1.7651394687	20191.0869140625	22434.5410156250	20191.0869140625	10191.0869140625	2085.9000000000	4.8857025332	20191.0869140625
0.6416875501	19717.3300781250	4.7065396309	22434.5410156250	1.7333161390	20191.0869140625	22434.5410156250	20191.0869140625	10191.0869140625	2085.9000000000	4.8857025332	20191.0869140625
0.6416991983	19755.1289062500	4.7242245674	22434.5410156250	1.7899795985	20191.0869140625	22434.5410156250	20191.0869140625	10191.0869140625	2085.9000000000	4.8857025332	20191.0869140625
