Day fraction since midnight on 	photometer (mg/L)	photometer (volts)
0.6446464250	7.4856414795	1.0279613733
0.6447043009	7.3968462944	1.0499422550
0.6447621745	7.3564052582	1.0600218773
0.6448200619	7.2144212723	1.0957525969
0.6448779183	6.9387998581	1.1666607857
0.6449358011	6.6651630402	1.2391285896
0.6449936651	6.5753364563	1.2633774281
0.6450515476	6.5235471725	1.2774629593
0.6451094216	6.5011506081	1.2835781574
0.6451672755	6.3354725838	1.3292670250
0.6452251407	8.3254852295	0.8299382925
0.6452830383	25.7315673828	-0.9663362503
0.6453408964	30.2376918793	-1.0951541662
0.6453987674	30.1008281708	-1.0920763016
0.6454566399	30.0917758942	-1.0918711424
0.6455145060	30.1316184998	-1.0927726030
0.6455724058	30.2542953491	-1.0955245495
0.6456302777	30.1726894379	-1.0936979055
0.6456881498	30.1688251495	-1.0936110020
0.6457459976	30.1449394226	-1.0930731297
0.6458039010	30.2473716736	-1.0953701735
0.6458617502	30.3680572510	-1.0980448723
0.6459196149	30.5366783142	-1.1017253399
0.6459775156	26.7663459778	-1.0015492439
0.6460353581	21.7571525574	-0.7889640927
0.6460932493	18.9919414520	-0.6135152578
0.6461511266	20.0897350311	-0.6893481016
0.6462089895	21.6292591095	-0.7819285393
0.6462668613	22.7889366150	-0.8423801661
0.6463247532	20.8141231537	-0.7347854376
0.6463826188	20.9836082458	-0.7449242473
0.6464404807	21.0128536224	-0.7466554046
0.6464983482	21.0074882507	-0.7463381886
0.6465562222	21.0528812408	-0.7490163445
0.6466140960	20.9329509735	-0.7419128418
0.6466719658	20.5155677795	-0.7164782286
0.6467298624	20.5793170929	-0.7204359174
0.6467877144	20.9593353271	-0.7434833050
0.6468455911	21.1899528503	-0.7570257187
0.6469034471	24.3834819794	-0.9142970443
0.6469613352	30.6781139374	-1.1047623158
0.6470192053	30.5282630920	-1.1015431881
0.6470770716	31.1258029938	-1.1140818596
0.6471349385	27.6697921753	-1.0293009281
0.6471928361	27.8246574402	-1.0337979794
0.6472506911	26.0728740692	-0.9783782959
0.6473085723	25.5806179047	-0.9608705044
0.6473664365	26.1014442444	-0.9793667793
0.6474243123	29.0544242859	-1.0670154095
0.6474821919	31.5833988190	-1.1231633425
0.6475400571	25.4008922577	-0.9542482495
0.6475979140	19.7155246735	-0.6644792557
0.6476558134	22.0060768127	-0.8023883104
0.6477136558	24.0867977142	-0.9018160105
0.6477715442	21.2971611023	-0.7632099986
0.6478294145	19.7099266052	-0.6640996337
0.6478872882	19.7892208099	-0.6694548130
0.6479451709	18.8552227020	-0.6034408808
0.6480030243	14.4841213226	-0.1912264079
0.6480608963	10.8355970383	0.3326965570
0.6481187943	7.9102182388	0.9256593585
0.6481766623	6.7545542717	1.2152243853
0.6482345155	5.4112682343	1.5993249416
0.6482923920	5.0533704758	1.7111868858
0.6483502588	4.1456656456	2.0145845413
0.6484081254	3.8850991726	2.1071834564
0.6484659920	4.4527969360	1.9086571932
0.6485238682	5.2779779434	1.6404922009
0.6485817351	6.1537232399	1.3803154230
0.6486396112	6.9773192406	1.1566265821
0.6486974844	7.5162763596	1.0204254389
0.6487553468	7.7793536186	0.9567040205
0.6488132259	8.0579767227	0.8911186457
0.6488710884	8.5985317230	0.7692475319
0.6489289803	10.0337285995	0.4774707556
0.6489868455	11.1742839813	0.2751337290
0.6490447003	12.9002847672	0.0117151495
0.6491025742	13.9800033569	-0.1302734315
0.6491604650	15.0103502274	-0.2514865100
0.6492183183	16.8904056549	-0.4413925707
0.6492761937	18.9350566864	-0.6093412042
0.6493340744	21.6898021698	-0.7852709889
0.6493919435	23.0681972504	-0.8558650613
0.6494498001	23.8104858398	-0.8898351789
0.6495076744	15.1352672577	-0.2653063238
